ma_geo_id	ma_vote_id	ctyvtd	statefp10	countyfp10	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	recordno	logrecno	county	vtd	name	precinct_code	town	prec_number	citizen	democrat	green	independent	libertarian	npa	other	reform	republican	unknown	total	dem_pct	vap	pop100
356	"1156"	"9 2610"	25	9	"2610"	"250092610"	"A"	"Marblehead Precinct 3"	"Marblehead Precinct 3"	0	"G5240"	"N"	1111659	2601	42.497185	-70.86334	70000000	67902	9	"2610"	"Marblehead Precinct 3"	"MARBLEHEAD-003"	"MARBLEHEAD"	"3"	"0"	"550"	"0"	"2"	"1"	"1053"	"2"	"0"	"258"	"0"	"1866"	"0.68069309"	2128	2679
357	"1157"	"9 2611"	25	9	"2611"	"250092611"	"A"	"Marblehead Precinct 4"	"Marblehead Precinct 4"	0	"G5240"	"N"	2463429	6719	42.490334	-70.838486	70000000	67974	9	"2611"	"Marblehead Precinct 4"	"MARBLEHEAD-004"	"MARBLEHEAD"	"4"	"0"	"552"	"0"	"0"	"0"	"1210"	"4"	"0"	"402"	"0"	"2168"	"0.578616381"	2117	2960
358	"1158"	"9 2612"	25	9	"2612"	"250092612"	"A"	"Marblehead Precinct 5"	"Marblehead Precinct 5"	0	"G5240"	"N"	1395193	16938	42.48687	-70.87603	70000000	68075	9	"2612"	"Marblehead Precinct 5"	"MARBLEHEAD-005"	"MARBLEHEAD"	"5"	"0"	"632"	"0"	"0"	"1"	"1214"	"13"	"0"	"257"	"0"	"2117"	"0.710911155"	2078	2981
359	"1850"	"9 2698"	25	9	"2698"	"250092698"	"A"	"Swampscott Precinct 4"	"Swampscott Precinct 4"	0	"G5240"	"N"	747641	588	42.470016	-70.90989	70000000	75254	9	"2698"	"Swampscott Precinct 4"	"SWAMPSCOTT-004"	"SWAMPSCOTT"	"4"	"0"	"572"	"0"	"0"	"1"	"934"	"5"	"0"	"216"	"0"	"1728"	"0.725888312"	1743	2296
360	"1851"	"9 2699"	25	9	"2699"	"250092699"	"A"	"Swampscott Precinct 5"	"Swampscott Precinct 5"	0	"G5240"	"N"	1512591	0	42.46748	-70.89792	70000000	75308	9	"2699"	"Swampscott Precinct 5"	"SWAMPSCOTT-005"	"SWAMPSCOTT"	"5"	"0"	"523"	"0"	"0"	"2"	"978"	"5"	"0"	"203"	"0"	"1711"	"0.720385671"	1724	2216
361	"1852"	"9 2700"	25	9	"2700"	"250092700"	"A"	"Swampscott Precinct 6"	"Swampscott Precinct 6"	0	"G5240"	"N"	2302061	18295	42.478268	-70.90026	70000000	75370	9	"2700"	"Swampscott Precinct 6"	"SWAMPSCOTT-006"	"SWAMPSCOTT"	"6"	"0"	"588"	"0"	"0"	"0"	"979"	"0"	"0"	"245"	"0"	"1812"	"0.70588237"	1640	2241
362	"1882"	"9 2701"	25	9	"2701"	"250092701"	"A"	"Topsfield Precinct 1"	"Topsfield Precinct 1"	0	"G5240"	"N"	30877196	2324542	42.64138	-70.94344	70000000	75447	9	"2701"	"Topsfield Precinct 1"	"TOPSFIELD-001"	"TOPSFIELD"	"1"	"0"	"782"	"0"	"0"	"1"	"2560"	"3"	"0"	"836"	"0"	"4182"	"0.483312726"	4442	6085
363	"1975"	"9 2702"	25	9	"2702"	"250092702"	"A"	"Wenham Precinct 1"	"Wenham Precinct 1"	0	"G5240"	"N"	19841456	1246967	42.600597	-70.88341	70000000	75652	9	"2702"	"Wenham Precinct 1"	"WENHAM-001"	"WENHAM"	"1"	"0"	"544"	"0"	"0"	"0"	"1516"	"8"	"0"	"748"	"1"	"2817"	"0.421052635"	3899	4875
364	"2007"	"9 2703"	25	9	"2703"	"250092703"	"A"	"West Newbury Precinct 1"	"West Newbury Precinct 1"	0	"G5240"	"N"	34838123	3299757	42.799515	-70.96441	70000000	75773	9	"2703"	"West Newbury Precinct 1"	"WEST NEWBURY-001"	"WEST NEWBURY"	"1"	"0"	"790"	"0"	"0"	"4"	"1748"	"13"	"0"	"673"	"0"	"3228"	"0.539986312"	3094	4235
365	"48"	"9 2481"	25	9	"2481"	"250092481"	"A"	"Andover Precinct 5"	"Andover Precinct 5"	0	"G5240"	"N"	14509343	638610	42.66821	-71.22569	70000000	58162	9	"2481"	"Andover Precinct 5"	"ANDOVER-005"	"ANDOVER"	"5"	"0"	"594"	"0"	"0"	"0"	"1435"	"7"	"0"	"428"	"0"	"2464"	"0.581213295"	2424	3400
366	"1241"	"9 2623"	25	9	"2623"	"250092623"	"A"	"Methuen Precinct 8"	"Methuen Precinct 8"	0	"G5240"	"N"	10115018	693806	42.708633	-71.23178	70000000	69152	9	"2623"	"Methuen Precinct 8"	"METHUEN-008"	"METHUEN"	"8"	"1"	"856"	"0"	"0"	"5"	"1214"	"6"	"0"	"401"	"0"	"2483"	"0.680986464"	2798	3663
367	"28"	"9 2471"	25	9	"2471"	"250092471"	"A"	"Amesbury Precinct 1"	"Amesbury Precinct 1"	0	"G5240"	"N"	8654673	1579728	42.83621	-70.93358	70000000	57216	9	"2471"	"Amesbury Precinct 1"	"AMESBURY-001"	"AMESBURY"	"1"	"0"	"602"	"0"	"0"	"0"	"1295"	"14"	"0"	"339"	"0"	"2250"	"0.639744937"	2378	3011
368	"29"	"9 2472"	25	9	"2472"	"250092472"	"A"	"Amesbury Precinct 2"	"Amesbury Precinct 2"	0	"G5240"	"N"	5177440	52529	42.86987	-70.91726	70000000	57383	9	"2472"	"Amesbury Precinct 2"	"AMESBURY-002"	"AMESBURY"	"2"	"0"	"547"	"0"	"1"	"4"	"1104"	"12"	"0"	"238"	"0"	"1906"	"0.696815312"	2015	2610
369	"30"	"9 2473"	25	9	"2473"	"250092473"	"A"	"Amesbury Precinct 3"	"Amesbury Precinct 3"	0	"G5240"	"N"	3702162	279289	42.8683	-70.93989	70000000	57453	9	"2473"	"Amesbury Precinct 3"	"AMESBURY-003"	"AMESBURY"	"3"	"0"	"557"	"0"	"0"	"0"	"1188"	"15"	"0"	"248"	"0"	"2008"	"0.691925466"	2071	2683
370	"31"	"9 2474"	25	9	"2474"	"250092474"	"A"	"Amesbury Precinct 4"	"Amesbury Precinct 4"	0	"G5240"	"N"	3448231	174740	42.858025	-70.9503	70000000	57530	9	"2474"	"Amesbury Precinct 4"	"AMESBURY-004"	"AMESBURY"	"4"	"0"	"492"	"0"	"0"	"2"	"916"	"12"	"0"	"211"	"0"	"1633"	"0.699857771"	1912	2477
371	"903"	"9 2534"	25	9	"2534"	"250092534"	"A"	"Haverhill Ward 3 Precinct 3"	"Haverhill Ward 3 Precinct 3"	0	"G5240"	"N"	950154	147135	42.78939	-71.074486	70000000	62761	9	"2534"	"Haverhill Ward 3 Precinct 3"	"HAVERHILL-3-003"	"HAVERHILL"	"3-003"	"0"	"630"	"0"	"0"	"6"	"1085"	"13"	"0"	"187"	"0"	"1921"	"0.771113813"	2200	2893
372	"904"	"9 2535"	25	9	"2535"	"250092535"	"A"	"Haverhill Ward 4 Precinct 1"	"Haverhill Ward 4 Precinct 1"	0	"G5240"	"N"	5006640	1416360	42.77717	-71.04636	70000000	62816	9	"2535"	"Haverhill Ward 4 Precinct 1"	"HAVERHILL-4-001"	"HAVERHILL"	"4-001"	"0"	"570"	"0"	"0"	"1"	"1223"	"8"	"0"	"280"	"0"	"2082"	"0.670588255"	2092	2688
373	"905"	"9 2536"	25	9	"2536"	"250092536"	"A"	"Haverhill Ward 4 Precinct 2"	"Haverhill Ward 4 Precinct 2"	0	"G5240"	"N"	17183074	1175293	42.80678	-71.03798	70000000	62937	9	"2536"	"Haverhill Ward 4 Precinct 2"	"HAVERHILL-4-002"	"HAVERHILL"	"4-002"	"0"	"577"	"0"	"0"	"2"	"1414"	"11"	"0"	"327"	"0"	"2331"	"0.638274312"	2505	3116
374	"906"	"9 2537"	25	9	"2537"	"250092537"	"A"	"Haverhill Ward 4 Precinct 3"	"Haverhill Ward 4 Precinct 3"	0	"G5240"	"N"	4945024	386644	42.77524	-71.03815	70000000	63064	9	"2537"	"Haverhill Ward 4 Precinct 3"	"HAVERHILL-4-003"	"HAVERHILL"	"4-003"	"0"	"551"	"0"	"1"	"2"	"1300"	"3"	"0"	"244"	"0"	"2101"	"0.693081737"	2198	2749
375	"907"	"9 2538"	25	9	"2538"	"250092538"	"A"	"Haverhill Ward 5 Precinct 1"	"Haverhill Ward 5 Precinct 1"	0	"G5240"	"N"	2859852	0	42.77718	-71.11588	70000000	63145	9	"2538"	"Haverhill Ward 5 Precinct 1"	"HAVERHILL-5-001"	"HAVERHILL"	"5-001"	"0"	"679"	"0"	"1"	"2"	"1162"	"9"	"0"	"207"	"0"	"2060"	"0.766365707"	2297	2886
376	"908"	"9 2539"	25	9	"2539"	"250092539"	"A"	"Haverhill Ward 5 Precinct 2"	"Haverhill Ward 5 Precinct 2"	0	"G5240"	"N"	5006808	191656	42.77702	-71.14112	70000000	63222	9	"2539"	"Haverhill Ward 5 Precinct 2"	"HAVERHILL-5-002"	"HAVERHILL"	"5-002"	"0"	"681"	"0"	"1"	"2"	"1389"	"13"	"0"	"294"	"0"	"2380"	"0.698461533"	2492	3174
377	"909"	"9 2540"	25	9	"2540"	"250092540"	"A"	"Haverhill Ward 5 Precinct 3"	"Haverhill Ward 5 Precinct 3"	0	"G5240"	"N"	15125897	705218	42.80521	-71.1422	70000000	63271	9	"2540"	"Haverhill Ward 5 Precinct 3"	"HAVERHILL-5-003"	"HAVERHILL"	"5-003"	"0"	"571"	"0"	"0"	"1"	"1390"	"14"	"0"	"354"	"0"	"2330"	"0.617297292"	2374	3199
378	"910"	"9 2541"	25	9	"2541"	"250092541"	"A"	"Haverhill Ward 6 Precinct 1"	"Haverhill Ward 6 Precinct 1"	0	"G5240"	"N"	2588083	52722	42.792007	-71.098724	70000000	63380	9	"2541"	"Haverhill Ward 6 Precinct 1"	"HAVERHILL-6-001"	"HAVERHILL"	"6-001"	"0"	"668"	"1"	"0"	"2"	"1217"	"11"	"0"	"206"	"0"	"2105"	"0.764302075"	2453	3150
379	"1159"	"9 2613"	25	9	"2613"	"250092613"	"A"	"Marblehead Precinct 6"	"Marblehead Precinct 6"	0	"G5240"	"N"	1884725	13749	42.491978	-70.88672	70000000	68136	9	"2613"	"Marblehead Precinct 6"	"MARBLEHEAD-006"	"MARBLEHEAD"	"6"	"0"	"607"	"0"	"0"	"1"	"1173"	"6"	"0"	"359"	"0"	"2146"	"0.628364384"	2110	2933
380	"1160"	"9 2614"	25	9	"2614"	"250092614"	"A"	"Marblehead Precinct 7"	"Marblehead Precinct 7"	0	"G5240"	"N"	1917766	6715	42.510487	-70.864235	70000000	68215	9	"2614"	"Marblehead Precinct 7"	"MARBLEHEAD-007"	"MARBLEHEAD"	"7"	"0"	"473"	"0"	"0"	"2"	"1297"	"8"	"0"	"349"	"0"	"2129"	"0.575425804"	2116	2791
381	"1233"	"9 2615"	25	9	"2615"	"250092615"	"A"	"Merrimac Precinct 1"	"Merrimac Precinct 1"	0	"G5240"	"N"	21907317	1027094	42.838604	-71.01199	70000000	68322	9	"2615"	"Merrimac Precinct 1"	"MERRIMAC-001"	"MERRIMAC"	"1"	"0"	"1040"	"1"	"1"	"4"	"2690"	"17"	"0"	"645"	"0"	"4398"	"0.617210686"	4796	6338
382	"1234"	"9 2616"	25	9	"2616"	"250092616"	"A"	"Methuen Precinct 1"	"Methuen Precinct 1"	0	"G5240"	"N"	3404525	9458	42.7346	-71.18495	70000000	68502	9	"2616"	"Methuen Precinct 1"	"METHUEN-001"	"METHUEN"	"1"	"0"	"978"	"0"	"0"	"1"	"1092"	"14"	"0"	"293"	"0"	"2378"	"0.769472837"	2913	3843
383	"1243"	"9 2625"	25	9	"2625"	"250092625"	"A"	"Methuen Precinct 10"	"Methuen Precinct 10"	0	"G5240"	"N"	2307725	11255	42.72796	-71.1634	70000000	69334	9	"2625"	"Methuen Precinct 10"	"METHUEN-010"	"METHUEN"	"10"	"0"	"981"	"0"	"0"	"2"	"1024"	"9"	"0"	"314"	"0"	"2330"	"0.757528961"	3117	4189
384	"1244"	"9 2626"	25	9	"2626"	"250092626"	"A"	"Methuen Precinct 11"	"Methuen Precinct 11"	0	"G5240"	"N"	8102683	287412	42.732956	-71.22914	70000000	69452	9	"2626"	"Methuen Precinct 11"	"METHUEN-011"	"METHUEN"	"11"	"0"	"908"	"0"	"0"	"1"	"1226"	"10"	"0"	"371"	"0"	"2516"	"0.709929645"	2780	3723
385	"1245"	"9 2627"	25	9	"2627"	"250092627"	"A"	"Methuen Precinct 12"	"Methuen Precinct 12"	0	"G5240"	"N"	9355928	116200	42.747444	-71.14396	70000000	69526	9	"2627"	"Methuen Precinct 12"	"METHUEN-012"	"METHUEN"	"12"	"0"	"997"	"0"	"0"	"4"	"1305"	"6"	"0"	"382"	"0"	"2694"	"0.722987652"	3346	4272
386	"NA"	"9 ZZZZZZ"	25	9	"ZZZZZZ"	"25009ZZZZZZ"	"P"	"Voting Districts not defined"	"Voting Districts not defined"	0	"G5240"	"S"	1656	810951470	42.567112	-70.75491	70000000	75898	9	"ZZZZZZ"	"Voting Districts not defined"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0
387	"32"	"9 2475"	25	9	"2475"	"250092475"	"A"	"Amesbury Precinct 5"	"Amesbury Precinct 5"	0	"G5240"	"N"	9338541	1650228	42.847755	-70.9655	70000000	57583	9	"2475"	"Amesbury Precinct 5"	"AMESBURY-005"	"AMESBURY"	"5"	"0"	"575"	"0"	"1"	"2"	"1282"	"21"	"0"	"315"	"0"	"2196"	"0.646067441"	2204	2896
388	"33"	"9 2476"	25	9	"2476"	"250092476"	"A"	"Amesbury Precinct 6"	"Amesbury Precinct 6"	0	"G5240"	"N"	1440104	49014	42.849884	-70.93315	70000000	57677	9	"2476"	"Amesbury Precinct 6"	"AMESBURY-006"	"AMESBURY"	"6"	"1"	"600"	"0"	"0"	"1"	"997"	"14"	"0"	"248"	"0"	"1861"	"0.707547188"	2058	2606
389	"44"	"9 2477"	25	9	"2477"	"250092477"	"A"	"Andover Precinct 1"	"Andover Precinct 1"	0	"G5240"	"N"	4239412	17857	42.654247	-71.13303	70000000	57780	9	"2477"	"Andover Precinct 1"	"ANDOVER-001"	"ANDOVER"	"1"	"0"	"815"	"0"	"0"	"2"	"1246"	"6"	"0"	"343"	"0"	"2412"	"0.703799665"	3537	4370
390	"45"	"9 2478"	25	9	"2478"	"250092478"	"A"	"Andover Precinct 2"	"Andover Precinct 2"	0	"G5240"	"N"	4274764	66573	42.66742	-71.15949	70000000	57868	9	"2478"	"Andover Precinct 2"	"ANDOVER-002"	"ANDOVER"	"2"	"0"	"676"	"0"	"0"	"3"	"1329"	"6"	"0"	"434"	"0"	"2448"	"0.609009027"	2695	3492
391	"46"	"9 2479"	25	9	"2479"	"250092479"	"A"	"Andover Precinct 3"	"Andover Precinct 3"	0	"G5240"	"N"	3091163	44594	42.6714	-71.14219	70000000	57979	9	"2479"	"Andover Precinct 3"	"ANDOVER-003"	"ANDOVER"	"3"	"0"	"755"	"0"	"0"	"1"	"1456"	"9"	"0"	"400"	"0"	"2621"	"0.653679669"	2814	3807
392	"911"	"9 2542"	25	9	"2542"	"250092542"	"A"	"Haverhill Ward 6 Precinct 2"	"Haverhill Ward 6 Precinct 2"	0	"G5240"	"N"	1444842	1958	42.7945	-71.083855	70000000	63473	9	"2542"	"Haverhill Ward 6 Precinct 2"	"HAVERHILL-6-002"	"HAVERHILL"	"6-002"	"0"	"634"	"0"	"0"	"0"	"1063"	"8"	"0"	"243"	"0"	"1948"	"0.722919047"	2196	2798
393	"912"	"9 2543"	25	9	"2543"	"250092543"	"A"	"Haverhill Ward 6 Precinct 3"	"Haverhill Ward 6 Precinct 3"	0	"G5240"	"N"	4373442	38094	42.80662	-71.10407	70000000	63539	9	"2543"	"Haverhill Ward 6 Precinct 3"	"HAVERHILL-6-003"	"HAVERHILL"	"6-003"	"0"	"586"	"0"	"1"	"5"	"1156"	"5"	"0"	"244"	"0"	"1997"	"0.70602411"	2097	2605
394	"913"	"9 2544"	25	9	"2544"	"250092544"	"A"	"Haverhill Ward 7 Precinct 1"	"Haverhill Ward 7 Precinct 1"	0	"G5240"	"N"	1380966	4713	42.764076	-71.07913	70000000	63606	9	"2544"	"Haverhill Ward 7 Precinct 1"	"HAVERHILL-7-001"	"HAVERHILL"	"7-001"	"0"	"563"	"0"	"1"	"2"	"990"	"8"	"1"	"230"	"0"	"1795"	"0.709962189"	2041	2550
395	"914"	"9 2545"	25	9	"2545"	"250092545"	"A"	"Haverhill Ward 7 Precinct 2"	"Haverhill Ward 7 Precinct 2"	0	"G5240"	"N"	4648906	15819	42.744377	-71.098236	70000000	63687	9	"2545"	"Haverhill Ward 7 Precinct 2"	"HAVERHILL-7-002"	"HAVERHILL"	"7-002"	"0"	"566"	"0"	"0"	"1"	"1117"	"6"	"0"	"218"	"0"	"1908"	"0.721938789"	2124	2729
396	"915"	"9 2546"	25	9	"2546"	"250092546"	"A"	"Haverhill Ward 7 Precinct 3"	"Haverhill Ward 7 Precinct 3"	0	"G5240"	"N"	8380312	1269758	42.745964	-71.0707	70000000	63724	9	"2546"	"Haverhill Ward 7 Precinct 3"	"HAVERHILL-7-003"	"HAVERHILL"	"7-003"	"0"	"600"	"0"	"0"	"3"	"1325"	"5"	"0"	"409"	"0"	"2342"	"0.594648182"	2321	3150
397	"1235"	"9 2617"	25	9	"2617"	"250092617"	"A"	"Methuen Precinct 2"	"Methuen Precinct 2"	0	"G5240"	"N"	940410	45012	42.72325	-71.18244	70000000	68582	9	"2617"	"Methuen Precinct 2"	"METHUEN-002"	"METHUEN"	"2"	"0"	"849"	"0"	"2"	"2"	"669"	"4"	"0"	"123"	"0"	"1649"	"0.873456776"	2723	3837
398	"1236"	"9 2618"	25	9	"2618"	"250092618"	"A"	"Methuen Precinct 3"	"Methuen Precinct 3"	0	"G5240"	"N"	2515348	89002	42.73052	-71.14217	70000000	68641	9	"2618"	"Methuen Precinct 3"	"METHUEN-003"	"METHUEN"	"3"	"0"	"1027"	"0"	"0"	"4"	"1117"	"13"	"0"	"320"	"0"	"2481"	"0.762435019"	3136	3928
399	"1237"	"9 2619"	25	9	"2619"	"250092619"	"A"	"Methuen Precinct 4"	"Methuen Precinct 4"	0	"G5240"	"N"	2361137	205273	42.70377	-71.20433	70000000	68739	9	"2619"	"Methuen Precinct 4"	"METHUEN-004"	"METHUEN"	"4"	"0"	"913"	"0"	"1"	"3"	"1116"	"7"	"0"	"248"	"0"	"2288"	"0.78639102"	2781	3524
400	"1238"	"9 2620"	25	9	"2620"	"250092620"	"A"	"Methuen Precinct 5"	"Methuen Precinct 5"	0	"G5240"	"N"	4010165	265521	42.73119	-71.20275	70000000	68849	9	"2620"	"Methuen Precinct 5"	"METHUEN-005"	"METHUEN"	"5"	"0"	"915"	"0"	"1"	"2"	"1044"	"6"	"0"	"258"	"0"	"2226"	"0.780051172"	3187	4205
401	"1239"	"9 2621"	25	9	"2621"	"250092621"	"A"	"Methuen Precinct 6"	"Methuen Precinct 6"	0	"G5240"	"N"	2504604	1955	42.715057	-71.19795	70000000	68979	9	"2621"	"Methuen Precinct 6"	"METHUEN-006"	"METHUEN"	"6"	"0"	"969"	"0"	"0"	"2"	"1041"	"5"	"0"	"262"	"0"	"2279"	"0.787164927"	2845	3803
402	"1240"	"9 2622"	25	9	"2622"	"250092622"	"A"	"Methuen Precinct 7"	"Methuen Precinct 7"	0	"G5240"	"N"	3310870	299663	42.74142	-71.12844	70000000	69065	9	"2622"	"Methuen Precinct 7"	"METHUEN-007"	"METHUEN"	"7"	"0"	"1048"	"0"	"0"	"4"	"1226"	"7"	"0"	"319"	"0"	"2604"	"0.766642272"	3208	4132
403	"47"	"9 2480"	25	9	"2480"	"250092480"	"A"	"Andover Precinct 4"	"Andover Precinct 4"	0	"G5240"	"N"	8887517	243431	42.681576	-71.19623	70000000	58079	9	"2480"	"Andover Precinct 4"	"ANDOVER-004"	"ANDOVER"	"4"	"0"	"665"	"0"	"0"	"0"	"1356"	"1"	"0"	"380"	"0"	"2402"	"0.636363626"	2812	4005
404	"49"	"9 2482"	25	9	"2482"	"250092482"	"A"	"Andover Precinct 6"	"Andover Precinct 6"	0	"G5240"	"N"	14026494	1037487	42.634205	-71.18532	70000000	58250	9	"2482"	"Andover Precinct 6"	"ANDOVER-006"	"ANDOVER"	"6"	"0"	"563"	"0"	"0"	"3"	"1441"	"2"	"0"	"410"	"0"	"2419"	"0.578622818"	2493	3462
405	"50"	"9 2483"	25	9	"2483"	"250092483"	"A"	"Andover Precinct 7"	"Andover Precinct 7"	0	"G5240"	"N"	8575714	628804	42.617977	-71.133865	70000000	58378	9	"2483"	"Andover Precinct 7"	"ANDOVER-007"	"ANDOVER"	"7"	"0"	"633"	"0"	"0"	"0"	"1439"	"4"	"0"	"450"	"0"	"2526"	"0.584487557"	2499	3403
406	"51"	"9 2484"	25	9	"2484"	"250092484"	"A"	"Andover Precinct 8"	"Andover Precinct 8"	0	"G5240"	"N"	14463905	429449	42.62214	-71.10953	70000000	58463	9	"2484"	"Andover Precinct 8"	"ANDOVER-008"	"ANDOVER"	"8"	"0"	"648"	"0"	"1"	"1"	"1468"	"5"	"0"	"441"	"0"	"2564"	"0.595041335"	2569	3638
407	"52"	"9 2485"	25	9	"2485"	"250092485"	"A"	"Andover Precinct 9"	"Andover Precinct 9"	0	"G5240"	"N"	7829195	318418	42.64329	-71.156715	70000000	58566	9	"2485"	"Andover Precinct 9"	"ANDOVER-009"	"ANDOVER"	"9"	"0"	"658"	"0"	"0"	"1"	"1389"	"7"	"0"	"452"	"0"	"2507"	"0.592792809"	2604	3624
408	"145"	"9 2486"	25	9	"2486"	"250092486"	"A"	"Beverly Ward 1 Precinct 1"	"Beverly Ward 1 Precinct 1"	0	"G5240"	"N"	2095544	5221	42.562595	-70.899895	70000000	58728	9	"2486"	"Beverly Ward 1 Precinct 1"	"BEVERLY-1-001"	"BEVERLY"	"1-001"	"0"	"528"	"0"	"0"	"2"	"1158"	"17"	"0"	"210"	"0"	"1915"	"0.715447128"	2385	3047
409	"146"	"9 2487"	25	9	"2487"	"250092487"	"A"	"Beverly Ward 1 Precinct 2"	"Beverly Ward 1 Precinct 2"	0	"G5240"	"N"	1559740	19	42.55008	-70.90008	70000000	58777	9	"2487"	"Beverly Ward 1 Precinct 2"	"BEVERLY-1-002"	"BEVERLY"	"1-002"	"0"	"654"	"0"	"0"	"2"	"1417"	"10"	"0"	"216"	"0"	"2299"	"0.751724124"	2535	3149
410	"147"	"9 2488"	25	9	"2488"	"250092488"	"A"	"Beverly Ward 2 Precinct 1"	"Beverly Ward 2 Precinct 1"	0	"G5240"	"N"	657665	0	42.546722	-70.88419	70000000	58832	9	"2488"	"Beverly Ward 2 Precinct 1"	"BEVERLY-2-001"	"BEVERLY"	"2-001"	"0"	"632"	"0"	"0"	"1"	"1127"	"13"	"0"	"171"	"0"	"1944"	"0.787048578"	2894	3325
411	"970"	"9 2547"	25	9	"2547"	"250092547"	"A"	"Ipswich Precinct 1"	"Ipswich Precinct 1"	0	"G5240"	"N"	27176324	563087	42.667923	-70.80741	70000000	63810	9	"2547"	"Ipswich Precinct 1"	"IPSWICH-001"	"IPSWICH"	"1"	"0"	"570"	"2"	"1"	"1"	"1358"	"2"	"0"	"347"	"0"	"2281"	"0.621592164"	2462	3117
412	"971"	"9 2548"	25	9	"2548"	"250092548"	"A"	"Ipswich Precinct 2"	"Ipswich Precinct 2"	0	"G5240"	"N"	20410731	677484	42.69603	-70.835655	70000000	63961	9	"2548"	"Ipswich Precinct 2"	"IPSWICH-002"	"IPSWICH"	"2"	"0"	"676"	"1"	"0"	"1"	"1596"	"1"	"0"	"330"	"0"	"2605"	"0.671968162"	2573	3193
413	"972"	"9 2549"	25	9	"2549"	"250092549"	"A"	"Ipswich Precinct 3"	"Ipswich Precinct 3"	0	"G5240"	"N"	17712745	497173	42.689022	-70.89076	70000000	64110	9	"2549"	"Ipswich Precinct 3"	"IPSWICH-003"	"IPSWICH"	"3"	"0"	"463"	"0"	"0"	"1"	"1664"	"2"	"0"	"501"	"0"	"2631"	"0.480290443"	2664	3493
414	"973"	"9 2550"	25	9	"2550"	"250092550"	"A"	"Ipswich Precinct 4"	"Ipswich Precinct 4"	0	"G5240"	"N"	17862252	261322	42.672253	-70.89197	70000000	64193	9	"2550"	"Ipswich Precinct 4"	"IPSWICH-004"	"IPSWICH"	"4"	"0"	"584"	"0"	"0"	"0"	"1602"	"1"	"0"	"379"	"0"	"2566"	"0.60643822"	2694	3372
415	"984"	"9 2551"	25	9	"2551"	"250092551"	"A"	"Lawrence Ward A Precinct 1"	"Lawrence Ward A Precinct 1"	0	"G5240"	"N"	569851	0	42.72024	-71.155655	70000000	64276	9	"2551"	"Lawrence Ward A Precinct 1"	"LAWRENCE-A-001"	"LAWRENCE"	"A-001"	"0"	"798"	"0"	"0"	"0"	"637"	"5"	"0"	"130"	"0"	"1570"	"0.859913766"	2367	3370
416	"985"	"9 2557"	25	9	"2557"	"250092557"	"A"	"Lawrence Ward A Precinct 2"	"Lawrence Ward A Precinct 2"	0	"G5240"	"N"	339697	7981	42.71515	-71.1544	70000000	64642	9	"2557"	"Lawrence Ward A Precinct 2"	"LAWRENCE-A-002"	"LAWRENCE"	"A-002"	"0"	"729"	"0"	"0"	"5"	"431"	"4"	"0"	"72"	"0"	"1241"	"0.910112381"	2094	3209
417	"986"	"9 2563"	25	9	"2563"	"250092563"	"A"	"Lawrence Ward A Precinct 3"	"Lawrence Ward A Precinct 3"	0	"G5240"	"N"	936218	71023	42.71833	-71.143166	70000000	65017	9	"2563"	"Lawrence Ward A Precinct 3"	"LAWRENCE-A-003"	"LAWRENCE"	"A-003"	"0"	"774"	"0"	"0"	"1"	"561"	"9"	"0"	"118"	"0"	"1463"	"0.867713034"	2250	3123
418	"987"	"9 2569"	25	9	"2569"	"250092569"	"A"	"Lawrence Ward A Precinct 4"	"Lawrence Ward A Precinct 4"	0	"G5240"	"N"	1035580	114653	42.710968	-71.14224	70000000	65340	9	"2569"	"Lawrence Ward A Precinct 4"	"LAWRENCE-A-004"	"LAWRENCE"	"A-004"	"0"	"702"	"0"	"0"	"2"	"492"	"1"	"0"	"79"	"0"	"1276"	"0.89884764"	2001	3002
419	"988"	"9 2552"	25	9	"2552"	"250092552"	"A"	"Lawrence Ward B Precinct 1"	"Lawrence Ward B Precinct 1"	0	"G5240"	"N"	431680	10778	42.712017	-71.16487	70000000	64330	9	"2552"	"Lawrence Ward B Precinct 1"	"LAWRENCE-B-001"	"LAWRENCE"	"B-001"	"0"	"1124"	"0"	"0"	"0"	"473"	"2"	"0"	"97"	"1"	"1697"	"0.920556903"	2425	3121
420	"989"	"9 2558"	25	9	"2558"	"250092558"	"A"	"Lawrence Ward B Precinct 2"	"Lawrence Ward B Precinct 2"	0	"G5240"	"N"	251688	1626	42.71737	-71.16555	70000000	64684	9	"2558"	"Lawrence Ward B Precinct 2"	"LAWRENCE-B-002"	"LAWRENCE"	"B-002"	"0"	"729"	"0"	"0"	"0"	"417"	"1"	"0"	"44"	"0"	"1191"	"0.943078935"	2200	3161
421	"990"	"9 2564"	25	9	"2564"	"250092564"	"A"	"Lawrence Ward B Precinct 3"	"Lawrence Ward B Precinct 3"	0	"G5240"	"N"	317635	5591	42.715874	-71.160355	70000000	65070	9	"2564"	"Lawrence Ward B Precinct 3"	"LAWRENCE-B-003"	"LAWRENCE"	"B-003"	"0"	"752"	"0"	"0"	"0"	"473"	"6"	"0"	"86"	"0"	"1317"	"0.89737469"	2161	3045
